feature,importance
A9,0.18288930025575065
A5,0.14644951134345544
A7,0.12874127166255647
A6,0.11803468756285607
A2,0.09117061539042542
A4,0.08317398493311924
A1,0.08276325068365313
A8,0.053821930839828655
A3,0.03806422025315705
Age_Mons,0.030124350340107887
A10,0.022588744633692724
Jaundice_yes,0.009994831052147555
Sex_m,0.0068787971544882935
Family_mem_with_ASD_yes,0.00530450389476126
